key,target,source
ftbquests.chapter.astal_sorcery.quests.6.description.0,在夜间，当您拿着共鸣星杖时，您会发现一些地方从地面冒出一些白色颗粒。,"During the night, while holding the Resonating Wand, you will spot some white particles coming out of the ground in some places."
ftbquests.chapter.astal_sorcery.quests.6.description.2,通过在这些颗粒附近挖掘，一直到基岩，您会发现水晶矿石。 这些水晶具有独特的属性，可以在以后的过程中为您提供帮助。,"By digging down near those particles, all the way down to Bedrock, you will find Rock Crystal Ores. These crystals have unique attributes which will help you along the way later on."
ftbquests.chapter.astal_sorcery.quests.6.description.4,建议您在开采这些矿石时将共鸣星杖放在副手，因为这样会更容易。,"It is recommended that you hold the Resonating Wand in your off-hand while mining for these ores, as it makes it a lot easier."
ftbquests.chapter.astal_sorcery.quests.8.description.0,这些水晶透镜可让您将聚能水晶的星光聚焦到祭坛上，或将其散布到整个基地。,"These Crystal Lenses will allow you to focus the starlight from Collector Crystals to the Altar, or distribute it throughout your base."
ftbquests.chapter.astal_sorcery.quests.9.title,星辉,Starlight
ftbquests.chapter.astal_sorcery.quests.9.description.0,通过将水晶与一些大理石结合，您可以创建聚星缸，这是一个可以收集液态星光的坩埚。,"By combining a Rock Crystal with some Marble, you can create the Lightwell, a cauldron that will collect starlight in liquid form."
ftbquests.chapter.astal_sorcery.quests.9.description.2,要开始收集，只需右键单击聚星缸上的海蓝宝石，它就会慢慢开始收集。 海蓝宝石会在一段时间后破裂，因此请务必更换它。,"To begin collecting, simply right-click with an Aquamarine on the Lightwell and it will slowly start collecting. The Aquamarine will break after a while, so make sure you replace it."
ftbquests.chapter.astal_sorcery.quests.10.description.0,天文望远镜是望远镜的升级版，可以让您看到昏暗的星座。,The Telesope is an upgraded version of the Looking Glass and will allow you to see Dim Constellations.
ftbquests.chapter.astal_sorcery.quests.11.description.0,望远镜将成为您观星的起点。,The Looking Glass is going to be your starting item for stargazing.
ftbquests.chapter.astal_sorcery.quests.11.description.2,在夜晚，当星星出来时，通过望远镜看天空，直到你找到一个更大的星星星座。,"During the night, when the stars are out, look at the sky through the Looking Glass until you find a constellation of larger stars."
ftbquests.chapter.astal_sorcery.quests.11.description.4,找到一个后，检查你的星座文件是否有一个看起来相似的。 回头看时，可以按住【Shift】开始绘制星座。,"Upon finding one, check your constellation papers for one that looks similar. When you look back at it, you can hold [Shift] to start drawing the constellation."
ftbquests.chapter.astal_sorcery.quests.11.description.6,一旦您正确绘制了星座，它就会亮起，并且还会永久显示在天空中。,"Once you drew the constellation correctly, it will light up and it will also permanently show up in the sky."
ftbquests.chapter.astal_sorcery.quests.13.description.0,星辉锭切削工具可让您分解星辉锭和水晶。,The Starmetal Cutting Tool allows you to break down Starmetal Ingots and Rock Crystals.
ftbquests.chapter.astal_sorcery.quests.13.description.2,放下这些物品然后用工具击打它们会使它们碎裂，从锭中获得星尘并将水晶石分裂成它们的基本元素。,"Dropping these items and then hitting them with the Tool will fragment them, giving you Starmetal Dust from Ingots and splitting the Rock Crystals into their base elements."
ftbquests.chapter.astal_sorcery.quests.14.description.0,连接器将允许您从聚能水晶或水晶透镜中集中星光以进行嬗变，为制作祭坛赋予权力，以及许多其他东西。,"The Linking Tool will allow you to concentrate starlight from Collector Crystals or Crystal Lenses for transmutation, empowering the Crafting Altars, and many other things."
ftbquests.chapter.astal_sorcery.quests.15.description.0,通过放置一个铁矿石并将一个聚能水晶连接到它上面，它会被注入星光，变成一个星辉矿石，然后可以熔炼成星辉锭。,"By placing an Iron Ore block and linking a Collector Crystal to it, it will be infused with starlight, becoming a Starmetal Ore, which can then be smelted into Starmetal Ingots."
ftbquests.chapter.astal_sorcery.quests.16.description.0,星尘是通过用星辉锭切削工具撞击星辉锭而产生的。,Stardust is created by hitting a Starmetal Ingot with a Starmetal Cutting Tool.
ftbquests.chapter.astal_sorcery.quests.17.description.0,如果您希望在您的技能树中禁用您获得的一项统计数据，您可以使用封禁印章来实现。,"If you wish to disable one of your gained stats in your perk tree, you may do so by using a Sealing Sigil."
ftbquests.chapter.astal_sorcery.quests.17.description.2,一旦你制作了一个，它就会出现在你的星能力树中。 您所要做的就是将其从左上角拖到您要暂时禁用的能力中。 印章在此过程中被消耗。,"Once you crafted one, it will show up in your perk tree. All you have to do is drag it from the top left corner into the perk you want to temporarily disable. The Sigil is consumed in the process."
ftbquests.chapter.astal_sorcery.quests.18.description.0,这4 根魔杖将引导您了解每根魔杖及其用途。,This cluster of 4 wands will guide you through each wand and their uses.
ftbquests.chapter.astal_sorcery.quests.18.tasks.0.title,实用魔杖,Utility Wands
ftbquests.chapter.astal_sorcery.quests.19.description.0,排列星杖是您的标准建筑魔杖。 [Shift + 右键] 在任何方块上选择它，然后右键单击以放置方块。,"The Formation Wand is your standard building wand. [Shift + Right-click] on any block to select it, and then right click to place the blocks."
ftbquests.chapter.astal_sorcery.quests.19.description.2,对空气[Shift + 右键] 改变模式。,[Shift + Right-click] in the air to change modes.
ftbquests.chapter.astal_sorcery.quests.20.description.0,更替星杖是您的标准替换魔杖。 对方块[Shift + 右键] 选择它，然后 [右键] 替换方块。,"The Conversion Wand is your standard exchange wand. [Shift + Right-click] on a block to select it, then [Right-click] to replace blocks."
ftbquests.chapter.astal_sorcery.quests.20.description.2,对空气[Shift + 右键] 改变范围。,[Shift + Right-click] in the air to change size.
ftbquests.chapter.astal_sorcery.quests.21.description.0,冲击星杖会向你所面对的方向发射一束星能魔法束。 着陆后，它会将您拉向它。,"The Impulsion Wand will throw a spectral rope in the direction you're facing. Upon landing, it will pull you towards it."
ftbquests.chapter.astal_sorcery.quests.22.description.0,越空星杖有两个功能，你可以用【Shift + 右键】在它们之间切换。,"The Traversal Wand has two functions, you can switch between them with [Shift + Right-click]."
ftbquests.chapter.astal_sorcery.quests.22.description.2,在闪现模式下，您将被传送到前方。 拿着它可以让你瞄准并看到你将被传送到的位置。,"In blink mode, you will get teleported forward. Holding it will allow you to aim and see the location you'll be teleported to."
ftbquests.chapter.astal_sorcery.quests.22.description.4,在冲驰模式下，您可以通过按住 [右键] 来为魔杖充电。 释放它后，你会被冲向你正在看的方向。,"In dash mode, you can charge the wand by holding [Right-click]. Upon releasing it, you will get knocked in the direction you're looking."
ftbquests.chapter.astal_sorcery.quests.26.title,水晶共鸣,Crystal Attunement
ftbquests.chapter.astal_sorcery.quests.31.description.0,洞穴照明器是一个方块，当放置在世界任何地方时，它会通过放置黄色光源慢慢照亮它下方的区域。,"The Cave Illuminator is a block that, when placed anywhere in the world, will slowly light up the area below it by placing yellow light sources."
ftbquests.chapter.astal_sorcery.quests.31.description.2,非常适合防止怪物在基地或怪物农场下方的洞穴中生成！,Perfect for preventing mobs from spawning in the caves below your base or mob farm!
ftbquests.chapter.astal_sorcery.quests.32.description.0,天辉星门允许从一个点到另一个点的快速旅行。 只需将其中的 2 个放置在任何地方，围绕它们构建结构即可！,"The Celestial Gateways allow fast travel from one point to another. Simply place 2 of them anywhere, build the structure around them and you're set!"
ftbquests.chapter.astal_sorcery.quests.32.description.2,站在其中一个星门上，您会看到一片漆黑的天空，黄色的星星代表其他星门。 按住 [Shift]，同时注视其中一颗星星，会将您传送到它。,"Standing on one of the Gateways, will show you a dark sky with yellow stars representing other gateways. Holding [Shift], while looking at one of these stars, will teleport you to it."
ftbquests.chapter.create.title,机械动力,Create
ftbquests.chapter.create.quests.0.description.0,&5&l欢迎来到机械动力！,&5&lWelcome To Create!
ftbquests.chapter.create.quests.0.description.2,机械动力是一款身临其境的科技模组，将真实感带入全新的 Minecraft！,"Create is an immersive tech mod, bringing realism into Minecraft on a whole new level!"
ftbquests.chapter.create.quests.0.description.4,如果您对任何方块或物品有疑问，请按住 W 思考并查看令人惊叹的 3D 游戏内WIKI！,"If you have doubts about any blocks or items, hold W to ponder and see an amazing 3D in-game wiki!"
ftbquests.chapter.create.quests.0.tasks.0.title,机械动力,Create
ftbquests.chapter.create.quests.1.description.0,这将是这个 mod 的大部分物品和方块的主要成分。,This will be the main ingredient for most of this mod's items and blocks.
ftbquests.chapter.create.quests.2.description.0,&n&5传动杆&r 在不改变齿轮速度的情况下传递动力。,&n&5Shafts&r transfer rotational power without changing the speed of the gears.
ftbquests.chapter.create.quests.3.description.0,&n&5齿轮&r不仅可以传递动力，还可以使旋转速度加倍或减半。,The &n&5Cogwheel&r transfers rotational power but also doubles or halves speed.
ftbquests.chapter.create.quests.3.description.2,速度加倍也会使系统中的应力加倍。,Doubling speed will also double the stress in the system.
ftbquests.chapter.create.quests.4.description.0,&n&5齿轮&r不仅可以传递动力，还可以使旋转速度加倍或减半。,The &n&5Cogwheel&r transfers rotational power but also doubles or halves speed.
